100,1000,1.584
100,1000,1.472
100,1000,1.664
100,1000,1.568
100,1000,1.904
100,1000,1.536
100,1000,1.472
100,1000,1.696
100,1000,1.216
100,1000,1.744
100,1000,1.696
100,1000,1.84
100,1000,1.52
100,1000,1.568
100,1000,1.568
100,1000,1.552
100,1000,1.632
100,1000,1.344
100,1000,1.696
100,1000,1.92
100,1000,1.504
100,1000,1.6
100,1000,1.296
100,1000,1.648
100,1000,1.664
100,1000,1.616
100,1000,1.52
100,1000,1.6
100,1000,1.328
100,1000,1.664
100,1000,1.616
100,1000,1.6
100,1000,1.728
100,1000,1.36
100,1000,1.392
100,1000,1.584
100,1000,1.664
100,1000,1.728
100,1000,1.44
100,1000,1.392
100,1000,1.504
100,1000,1.648
100,1000,1.616
100,1000,2.096
100,1000,1.664
100,1000,1.84
100,1000,1.648
100,1000,1.472
100,1000,1.6
100,1000,1.328
100,1000,1.6
100,1000,1.392
100,1000,1.76
100,1000,1.728
100,1000,1.584
100,1000,1.424
100,1000,1.792
100,1000,1.472
100,1000,1.456
100,1000,1.76
100,1000,1.712
100,1000,1.824
100,1000,1.792
100,1000,1.92
100,1000,1.312
100,1000,1.52
100,1000,1.664
100,1000,1.488
100,1000,1.632
100,1000,1.44
100,1000,1.632
100,1000,1.504
100,1000,1.648
100,1000,1.344
100,1000,1.728
100,1000,1.728
100,1000,1.776
100,1000,1.728
100,1000,1.792
100,1000,1.488
100,1000,1.488
100,1000,1.504
100,1000,1.408
100,1000,1.68
100,1000,1.52
100,1000,1.6
100,1000,1.584
100,1000,1.712
100,1000,1.44
100,1000,1.504
100,1000,1.616
100,1000,1.728
100,1000,1.6
100,1000,1.584
100,1000,1.792
100,1000,1.328
100,1000,1.424
100,1000,1.632
100,1000,1.616
100,1000,1.712
200,1000,1.504
200,1000,1.328
200,1000,1.696
200,1000,1.568
200,1000,1.616
200,1000,1.888
200,1000,1.632
200,1000,1.504
200,1000,1.488
200,1000,1.52
200,1000,1.968
200,1000,1.696
200,1000,1.536
200,1000,1.616
200,1000,1.696
200,1000,1.664
200,1000,1.568
200,1000,1.712
200,1000,1.824
200,1000,1.712
200,1000,1.552
200,1000,1.712
200,1000,1.456
200,1000,1.456
200,1000,1.664
200,1000,1.44
200,1000,2.0
200,1000,1.408
200,1000,1.472
200,1000,1.568
200,1000,1.52
200,1000,1.584
200,1000,1.696
200,1000,1.52
200,1000,1.6
200,1000,1.808
200,1000,1.6
200,1000,1.408
200,1000,1.744
200,1000,1.696
200,1000,1.312
200,1000,1.536
200,1000,1.472
200,1000,1.616
200,1000,1.696
200,1000,1.84
200,1000,1.536
200,1000,1.584
200,1000,1.312
200,1000,1.552
200,1000,1.52
200,1000,1.712
200,1000,1.504
200,1000,1.68
200,1000,1.536
200,1000,1.584
200,1000,1.728
200,1000,1.568
200,1000,1.664
200,1000,1.36
200,1000,1.696
200,1000,1.872
200,1000,1.632
200,1000,1.728
200,1000,1.568
200,1000,1.504
200,1000,1.36
200,1000,1.648
200,1000,1.824
