exponential,1,300,22078.444725647612
exponential,1,300,24483.797039236346
exponential,1,300,24487.753222153813
exponential,1,300,24896.920873472944
exponential,1,300,22934.5879987791
exponential,1,300,25760.06637903025
exponential,1,300,25179.6265474861
exponential,1,300,25668.996971487395
exponential,1,300,25497.763396755243
exponential,1,300,25565.987968993057
exponential,1,300,27786.55134624209
exponential,1,300,24934.632185904935
exponential,1,300,24101.672170547237
exponential,1,300,22320.269031466694
exponential,1,300,25389.46501007761
exponential,1,300,24843.68789327714
exponential,1,300,23842.5359673765
exponential,1,300,22751.97118025059
exponential,1,300,24217.863736750696
exponential,1,300,25103.880100206872
exponential,1,300,24561.580455262163
exponential,1,300,25034.184179465003
exponential,1,300,24757.44789269695
exponential,1,300,22187.280205548646
exponential,1,300,24601.26178754381
exponential,1,300,26718.39571961294
exponential,1,300,22205.50517593615
exponential,1,300,24184.597699925984
exponential,1,300,23712.854229935754
exponential,1,300,24682.16573662098
exponential,1,300,24530.7401633991
exponential,1,300,24604.98882375603
exponential,1,300,26030.715987605956
exponential,1,300,25045.128955263317
exponential,1,300,24450.475897556116
exponential,1,300,26324.4767618569
exponential,1,300,22612.50605410627
exponential,1,300,26712.570677046886
exponential,1,300,21990.369258139785
exponential,1,300,25884.8784145356
exponential,1,300,25611.700621424392
exponential,1,300,24327.40421734889
exponential,1,300,24505.987050206873
exponential,1,300,25553.45430009689
exponential,1,300,22891.092826463922
exponential,1,300,24531.245719323837
exponential,1,300,24511.846085293975
exponential,1,300,25341.479296810467
exponential,1,300,23530.84388884595
exponential,1,300,26817.926193430645
exponential,1,300,26002.74202989394
exponential,1,300,25640.220829720492
exponential,1,300,26446.155185862004
exponential,1,300,24970.10476071439
exponential,1,300,25286.47606892025
exponential,1,300,24853.558505713547
exponential,1,300,24107.95991248143
exponential,1,300,25364.838107377756
exponential,1,300,24709.60149418766
exponential,1,300,24657.22804776696
exponential,1,300,25810.2893668298
exponential,1,300,24857.57942338986
exponential,1,300,22649.02646478441
exponential,1,300,25239.266676306164
exponential,1,300,22501.481982725327
exponential,1,300,22718.50373805297
exponential,1,300,24358.60462359893
exponential,1,300,25749.278867842775
exponential,1,300,25592.771750835687
exponential,1,300,25162.494391949072
exponential,1,300,24827.041207887498
exponential,1,300,26205.459711715514
exponential,1,300,26341.68974597649
exponential,1,300,23092.238078816616
exponential,1,300,24530.590748394443
exponential,1,300,24450.39098567832
exponential,1,300,26558.6137524628
exponential,1,300,25894.234266820902
exponential,1,300,23870.620552059667
exponential,1,300,24399.300853686025
exponential,1,300,25217.88589232605
exponential,1,300,25968.23261650584
exponential,1,300,25115.0486983389
exponential,1,300,25062.67664328792
exponential,1,300,22793.500384336527
exponential,1,300,25472.748663141927
exponential,1,300,26040.792081897802
exponential,1,300,24795.58870711123
exponential,1,300,24696.940197012595
exponential,1,300,23792.946827357533
exponential,1,300,24609.117683909884
exponential,1,300,24854.654772399223
exponential,1,300,24988.16821818886
exponential,1,300,23379.846470546036
exponential,1,300,25046.823382120823
exponential,1,300,24371.969227670124
exponential,1,300,25395.922771013004
exponential,1,300,25309.909022155578
exponential,1,300,25070.7540750174
exponential,1,300,25148.32173408798
exponential,1,300,25075.886088438252
exponential,10,300,15873.24617474752
exponential,10,300,14536.901116286417
exponential,10,300,15476.367247664863
exponential,10,300,16319.101376806924
exponential,10,300,14431.928808278175
exponential,10,300,15343.90208065328
exponential,10,300,15488.857074833975
exponential,10,300,15764.10480139975
exponential,10,300,15085.931601081807
exponential,10,300,15764.125568925512
exponential,10,300,14925.998193936
exponential,10,300,14738.922111184842
exponential,10,300,15634.581053105176
exponential,10,300,15277.212575719805
exponential,10,300,15169.914675539332
exponential,10,300,15123.569731249594
